9,"{'DNA': [{'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.060365719585705455}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.0470691584760694}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05040340898559383}}, {'Chromosome': 'Empty'}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.0480856326037962}}]}",0.0
9,"{'DNA': [{'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.04917766113094446}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05179953117837004}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.04723705869146751}}, {'Chromosome': 'Empty'}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05101739164741218}}]}",0.0
9,"{'DNA': [{'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05258235505226777}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.04811303674068248}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.054519647113100596}}, {'Chromosome': 'Empty'}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05144979175899641}}]}",0.0
9,"{'DNA': [{'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.051284789716595454}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05180173141015403}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05513068228722121}}, {'Chromosome': 'Empty'}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05101068622029551}}]}",0.0
9,"{'DNA': [{'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.04948029732308541}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05745569904999154}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.04848625340284415}}, {'Chromosome': 'Empty'}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.04265201238897273}}]}",0.0
9,"{'DNA': [{'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.04664631477008063}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.03998300066831117}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05191080572427934}}, {'Chromosome': 'Empty'}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.048439982738632745}}]}",0.0
9,"{'DNA': [{'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.049996469924837965}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05490269688448163}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05380314267892819}}, {'Chromosome': 'Empty'}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.046559165005628164}}]}",0.0
9,"{'DNA': [{'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.04168578870901076}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.057160633919538115}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.051283374851393906}}, {'Chromosome': 'Empty'}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05562674050663082}}]}",0.0
0,"{'DNA': [{'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05}}, {'Chromosome': 'Empty'}, {'Chromosome': 'Empty'}, {'Chromosome': 'Empty'}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05}}]}",tensor(0.1337)
0,"{'DNA': [{'Chromosome': 'Noise', 'Arguments': {'sigma': 0.5, 'blend_ratio': 0.05}}, {'Chromosome': 'Empty'}, {'Chromosome': 'Noise', 'Arguments': {'sigma': 0.5, 'blend_ratio': 0.05}}, {'Chromosome': 'Empty'}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05}}]}",tensor(0.1174)
0,"{'DNA': [{'Chromosome': 'LinearGradient', 'Arguments': {'rotation': 180.0, 'blend_ratio': 0.05}}, {'Chromosome': 'Empty'}, {'Chromosome': 'Noise', 'Arguments': {'sigma': 0.5, 'blend_ratio': 0.05}}, {'Chromosome': 'Empty'}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05}}]}",tensor(0.0989)
0,"{'DNA': [{'Chromosome': 'Empty'}, {'Chromosome': 'Empty'}, {'Chromosome': 'Noise', 'Arguments': {'sigma': 0.5, 'blend_ratio': 0.05}}, {'Chromosome': 'Empty'}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05}}]}",tensor(0.0896)
0,"{'DNA': [{'Chromosome': 'Noise', 'Arguments': {'sigma': 0.5, 'blend_ratio': 0.05}}, {'Chromosome': 'Empty'}, {'Chromosome': 'Noise', 'Arguments': {'sigma': 0.5, 'blend_ratio': 0.05}}, {'Chromosome': 'Empty'}, {'Chromosome': 'LinearGradient', 'Arguments': {'rotation': 180.0, 'blend_ratio': 0.05}}]}",tensor(0.0892)
0,"{'DNA': [{'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05}}, {'Chromosome': 'Empty'}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05}}, {'Chromosome': 'Empty'}, {'Chromosome': 'Mandelbrot', 'Arguments': {'zoom_box': (-1.5, -1, 0.5, 1), 'quality': 20, 'blend_ratio': 0.05}}]}",tensor(0.0775)
0,"{'DNA': [{'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05}}, {'Chromosome': 'Empty'}, {'Chromosome': 'Noise', 'Arguments': {'sigma': 0.5, 'blend_ratio': 0.05}}, {'Chromosome': 'Empty'}, {'Chromosome': 'Empty'}]}",tensor(0.0704)
0,"{'DNA': [{'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05}}, {'Chromosome': 'Empty'}, {'Chromosome': 'Empty'}, {'Chromosome': 'Empty'}, {'Chromosome': 'Noise', 'Arguments': {'sigma': 0.5, 'blend_ratio': 0.05}}]}",tensor(0.0687)
1,"{'DNA': [{'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05}}, {'Chromosome': 'LinearGradient', 'Arguments': {'rotation': 180.0, 'blend_ratio': 0.05}}, {'Chromosome': 'Noise', 'Arguments': {'sigma': 0.5, 'blend_ratio': 0.05}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05}}]}",tensor(0.2219)
1,"{'DNA': [{'Chromosome': 'Noise', 'Arguments': {'sigma': 0.5, 'blend_ratio': 0.05}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05}}, {'Chromosome': 'Noise', 'Arguments': {'sigma': 0.5, 'blend_ratio': 0.05}}, {'Chromosome': 'Empty'}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05}}]}",tensor(0.1904)
1,"{'DNA': [{'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.052732092324584874}}, {'Chromosome': 'Empty'}, {'Chromosome': 'Empty'}, {'Chromosome': 'Empty'}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05}}]}",tensor(0.1634)
1,"{'DNA': [{'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05}}, {'Chromosome': 'Empty'}, {'Chromosome': 'Noise', 'Arguments': {'sigma': 0.5, 'blend_ratio': 0.05}}, {'Chromosome': 'Noise', 'Arguments': {'sigma': 0.5, 'blend_ratio': 0.05}}, {'Chromosome': 'RadialGradient', 'Arguments': {'blend_ratio': 0.05}}]}",tensor(0.1410)
